epoch,solarRadiationHigh,winddirAvg,humidityAvg,metric.tempAvg,metric.windspeedAvg,metric.windgustHigh,metric.dewptAvg,metric.pressureMin,metric.precipTotal
1754366087,0.0,62,20.6,-0.5,0.0,0.0,-1.3,859.91,0.0
1754366385,0.0,58,20.9,-0.7,0.0,0.0,-1.3,860.01,0.0
1754366694,0.0,36,20.9,-0.8,0.0,0.0,-1.5,859.91,0.0
1754366983,0.0,56,20.8,-0.9,0.0,0.0,-1.4,859.91,0.0
1754367288,0.0,52,20.7,-1.1,0.0,0.0,-1.5,859.84,0.0
1754367586,0.0,43,20.6,-1.3,5.5,11.1,-1.6,859.84,0.0
1754367886,0.0,48,20.6,-1.6,9.6,14.8,-1.8,859.91,0.0
1754368183,0.0,53,20.7,-1.7,12.3,16.6,-1.9,859.74,0.0
1754368487,0.0,58,20.6,-1.8,8.6,14.8,-2.0,859.74,0.0
1754368784,0.0,61,20.5,-1.9,7.5,11.1,-2.1,860.01,0.0
1754369091,0.0,63,20.6,-1.8,8.3,13.0,-2.0,859.91,0.0
1754369384,0.0,60,20.8,-1.8,8.9,14.8,-2.1,860.01,0.0
1754369687,0.0,61,20.4,-1.9,11.0,16.6,-2.1,860.01,0.0
1754369991,0.0,57,20.5,-1.9,10.9,16.6,-2.1,859.91,0.0
1754370298,0.0,62,20.4,-1.9,7.8,13.0,-2.1,859.91,0.0
1754370583,0.0,64,20.4,-1.9,5.3,11.1,-2.1,860.01,0.0
1754370887,0.0,63,20.5,-1.9,7.3,11.1,-2.1,859.84,0.0
1754371176,0.0,62,20.2,-1.9,7.2,13.0,-2.1,859.74,0.0
1754371491,0.0,64,20.5,-1.9,7.5,13.0,-2.1,859.84,0.0
1754371799,0.0,70,20.1,-1.9,7.1,11.1,-2.1,859.63,0.0
1754372081,0.0,79,20.2,-1.9,4.0,11.1,-2.1,859.74,0.0
1754372392,0.0,76,20.1,-1.9,4.9,7.2,-2.1,859.63,0.0
1754372697,0.0,80,20.1,-1.8,4.0,9.3,-2.1,859.43,0.0
1754372982,0.0,72,20.1,-1.8,4.1,7.2,-2.0,859.43,0.0
1754373281,0.0,64,19.9,-1.7,4.2,9.3,-1.9,859.33,0.0
1754373577,0.0,68,20.0,-1.7,0.7,7.2,-1.9,859.33,0.0
1754373895,0.0,72,20.0,-1.6,1.3,5.5,-1.8,859.33,0.0
1754374182,0.0,70,19.9,-1.6,0.0,0.0,-1.8,859.43,0.0
1754374481,0.0,64,19.8,-1.5,0.0,0.0,-1.7,859.33,0.0
1754374793,0.0,74,19.6,-1.4,0.0,0.0,-1.6,859.23,0.0
1754375086,0.0,76,19.2,-1.4,0.4,7.2,-1.7,859.33,0.0
1754375377,0.0,64,19.0,-1.5,1.4,7.2,-1.7,859.13,0.0
1754375687,0.0,70,19.0,-1.5,0.0,1.8,-1.7,859.13,0.0
1754375985,0.0,66,18.5,-1.6,0.0,0.0,-1.8,859.03,0.0
1754376291,0.0,56,17.6,-1.5,0.0,0.0,-1.7,859.13,0.0
1754376583,0.0,50,16.3,-1.5,0.0,0.0,-1.7,859.03,0.0
1754376887,0.0,42,14.1,-1.4,0.5,5.5,-1.6,859.03,0.0
1754377193,0.0,38,12.5,-1.4,0.0,0.0,-1.6,858.82,0.0
1754377498,0.0,46,10.7,-1.4,0.0,0.0,-1.6,858.82,0.0
1754377783,0.0,52,8.8,-1.6,0.0,0.0,-1.8,858.72,0.0
1754377935,0.0,36,6.8,-1.6,0.0,0.0,-1.8,858.72,0.0
1754399386,69.0,8,16.3,-0.1,0.0,0.0,-0.3,857.54,0.0
1754399685,74.0,8,13.8,0.0,0.9,5.5,-0.2,857.54,0.0
1754399991,58.9,8,10.0,-0.2,0.3,5.5,-0.3,857.64,0.0
1754400297,65.7,7,10.1,-0.1,4.6,11.1,-0.3,857.54,0.0
1754400598,78.8,6,12.4,0.0,4.1,9.3,-0.2,857.54,0.0
1754400889,87.7,277,19.5,0.4,7.2,13.0,0.2,857.54,0.0
1754401191,62.2,270,9.1,0.6,9.7,13.0,0.4,857.54,0.0
1754401497,65.5,276,8.4,0.0,9.2,13.0,-0.2,857.43,0.0
1754401534,44.1,269,6.5,-0.1,11.1,13.0,-0.3,857.64,0.0
1754404797,178.6,256,24.2,-0.2,7.0,16.6,-0.4,857.64,0.0
1754405094,165.2,263,25.9,-0.2,6.7,13.0,-0.4,857.64,0.0
1754405398,163.4,271,25.6,-0.2,9.4,16.6,-0.4,857.64,0.0
1754405672,136.0,280,24.9,-0.2,12.6,20.1,-0.4,857.64,0.0
1754405991,140.4,260,23.9,0.4,6.7,16.6,0.2,857.64,0.0
1754406280,173.9,255,24.9,0.6,4.0,13.0,0.4,857.74,0.0
1754406599,197.3,249,29.1,0.7,4.5,13.0,0.6,857.54,0.0
1754406886,286.7,247,31.8,0.7,6.8,13.0,0.5,857.64,0.0
1754407190,376.3,246,36.7,0.9,6.8,18.3,0.7,857.74,0.0
1754407479,279.1,246,31.9,2.0,9.6,18.3,1.8,857.64,0.0
1754407784,354.0,246,34.3,1.8,4.7,14.8,1.6,857.74,0.0
1754408086,486.3,252,42.4,1.6,5.6,18.3,1.4,857.64,0.0
1754408398,495.8,264,37.5,1.7,7.6,18.3,1.5,857.64,0.0
1754408672,275.0,267,30.2,1.3,9.5,18.3,1.1,857.74,0.0
1754408999,335.3,268,30.8,1.0,7.8,13.0,0.8,857.81,0.0
1754409288,243.2,262,30.0,0.7,5.3,11.1,0.5,857.81,0.0
1754409596,153.3,261,28.2,0.9,8.0,20.1,0.7,857.74,0.0
1754409887,278.4,260,30.2,0.8,5.8,20.1,0.7,857.74,0.0
1754410183,215.8,251,28.2,0.8,6.9,20.1,0.7,857.81,0.0
1754410487,350.3,258,34.3,0.8,7.7,23.8,0.6,857.81,0.0
1754410790,486.6,242,39.2,1.7,8.2,31.4,1.5,857.64,0.0
1754411077,431.8,250,42.4,1.7,6.4,23.8,1.5,857.64,0.0
1754411398,506.5,255,39.2,1.9,6.5,21.9,1.7,857.64,0.0
1754411686,554.1,248,36.2,2.4,6.2,20.1,2.2,857.74,0.0
1754411998,443.3,250,40.6,2.6,5.0,25.6,2.3,857.64,0.0
1754412278,479.0,251,42.8,2.4,3.4,13.0,2.2,857.64,0.0
1754412578,396.7,241,37.2,2.2,5.6,23.8,2.0,857.64,0.0
1754412886,432.6,240,45.9,2.1,6.0,29.5,1.9,857.64,0.0
1754413183,391.0,246,46.1,2.3,5.5,21.9,2.1,857.54,0.0
1754413479,404.0,240,45.4,2.2,4.2,13.0,1.9,857.54,0.0
1754413778,421.5,248,44.4,2.1,6.3,23.8,1.9,857.43,0.0
1754414092,407.7,236,41.3,2.1,9.2,29.5,1.9,857.33,0.0
1754414397,396.7,243,37.4,2.2,4.5,18.3,2.0,857.33,0.0
1754414694,454.8,245,47.3,2.4,7.0,27.7,2.2,857.33,0.0
1754414998,476.3,256,42.3,2.6,6.8,23.8,2.4,857.33,0.0
1754415288,491.2,248,42.4,2.5,7.6,31.4,2.3,857.23,0.0
1754415583,387.0,249,37.3,2.7,11.5,38.5,2.5,857.23,0.0
1754415878,467.0,258,40.2,2.7,9.7,31.4,2.5,857.13,0.0
1754416198,311.9,249,38.5,2.8,8.3,36.7,2.6,856.93,0.0
1754416486,477.2,252,39.1,2.9,8.6,25.6,2.8,857.13,0.0
1754416798,339.9,258,39.1,3.0,10.6,31.4,2.8,857.13,0.0
1754417096,478.9,262,41.9,3.0,10.3,31.4,2.8,857.13,0.0
1754417398,497.8,265,45.6,3.1,10.2,29.5,2.9,856.93,0.0
1754417697,389.9,257,42.4,3.0,8.4,29.5,2.8,857.03,0.0
1754417982,387.2,261,44.2,3.1,9.9,33.2,2.8,856.93,0.0
1754418296,294.6,256,33.4,2.9,7.2,21.9,2.7,857.03,0.0
1754418598,292.0,261,30.7,2.9,9.6,34.9,2.7,857.03,0.0
1754418898,333.6,261,31.4,3.0,12.1,34.9,2.8,856.93,0.0
1754419183,346.5,264,31.3,3.1,16.9,33.2,2.9,856.82,0.0
1754419496,235.6,267,40.0,3.1,18.0,38.5,2.8,856.82,0.0
1754419798,247.0,263,43.2,3.5,21.3,36.7,3.3,856.82,0.0
1754420088,232.3,265,44.3,3.3,17.8,38.5,3.2,856.72,0.0
1754420382,229.2,262,46.3,3.4,14.8,36.7,3.2,856.93,0.0
1754420694,206.0,265,46.6,3.5,12.9,33.2,3.3,856.93,0.0
1754420998,248.0,267,46.1,3.5,11.4,29.5,3.3,857.13,0.0
1754421296,302.0,277,40.8,3.5,19.5,36.7,3.3,856.93,0.0
1754421599,362.3,277,41.9,3.5,20.2,38.5,3.3,857.03,0.0
1754421893,301.8,268,39.5,3.3,16.5,29.5,3.2,857.23,0.0
1754422198,248.4,264,34.4,3.5,16.7,33.2,3.3,857.23,0.0
1754422488,224.0,269,29.8,3.6,23.9,36.7,3.4,857.13,0.0
1754422798,214.5,261,29.4,3.6,15.6,31.4,3.4,857.03,0.0
1754423096,206.5,268,29.5,3.4,17.7,36.7,3.3,857.23,0.0
1754423398,171.8,271,29.1,3.4,19.3,34.9,3.2,857.13,0.0
1754423698,196.0,273,28.8,3.5,25.5,36.7,3.3,857.43,0.0
1754423997,121.2,267,28.0,3.4,20.4,36.7,3.2,857.43,0.0
1754424295,183.4,291,28.7,3.4,30.9,43.9,3.2,857.33,0.0
1754424598,155.9,279,27.9,3.5,25.0,40.4,3.3,857.23,0.0
1754424888,103.8,271,27.3,3.5,24.1,40.4,3.3,857.23,0.0
1754425198,124.3,264,27.0,3.5,15.5,33.2,3.3,857.33,0.0
1754425496,120.6,231,26.5,3.5,9.9,23.8,3.3,857.81,0.0
1754425784,23.0,208,26.0,3.4,8.2,18.3,3.2,858.01,0.0
1754426097,10.1,215,25.9,3.3,8.9,25.6,3.1,858.31,0.0
1754426390,21.8,195,25.4,3.0,9.5,31.4,2.7,858.31,0.51
1754426696,23.3,189,25.4,2.6,13.3,21.9,2.3,858.11,1.3
1754426985,37.2,213,25.3,2.6,13.4,25.6,2.4,858.21,1.8
1754427289,51.5,210,25.3,2.7,14.6,23.8,2.5,858.21,1.8
1754427576,35.1,230,25.2,2.7,5.3,18.3,2.5,858.42,1.8
1754427896,62.6,251,25.3,2.8,2.5,11.1,2.6,858.31,1.8
1754428198,59.3,205,25.6,2.8,3.1,11.1,2.6,858.52,1.8
1754428484,56.0,211,25.7,2.7,3.7,11.1,2.5,858.42,1.8
1754428790,56.5,207,25.5,2.9,3.5,9.3,2.7,858.62,1.8
1754429096,37.3,240,25.1,2.9,0.6,3.5,2.7,858.62,1.8
1754429383,27.3,275,25.0,2.8,2.3,7.2,2.6,858.62,1.8
1754429689,18.3,285,25.0,2.8,4.6,9.3,2.7,858.62,1.8
1754429989,13.7,267,25.0,2.9,8.9,21.9,2.7,858.52,1.8
1754430279,9.9,257,25.0,2.9,7.2,20.1,2.7,858.62,1.8
1754430593,7.5,223,24.9,2.8,6.0,18.3,2.6,858.42,1.8
1754430889,4.7,241,25.0,2.7,5.5,16.6,2.5,858.52,1.8
1754431190,3.4,248,25.0,2.7,7.8,29.5,2.5,858.31,1.8
1754431497,2.1,259,24.9,2.7,8.4,23.8,2.5,858.52,1.8
1754431793,0.9,259,24.9,2.7,11.0,27.7,2.5,858.62,1.8
1754432089,0.3,264,24.7,2.7,13.8,29.5,2.5,858.72,1.8
1754432383,0.1,265,24.8,2.6,9.8,25.6,2.4,858.82,1.8
1754432678,0.0,270,24.8,2.6,10.1,20.1,2.4,858.92,1.8
1754432993,0.0,269,24.6,2.6,14.1,27.7,2.4,859.03,1.8
1754433290,0.0,267,24.4,2.7,12.6,25.6,2.5,858.92,1.8
1754433597,0.0,260,24.4,2.7,4.0,21.9,2.5,859.23,1.8
1754433894,0.0,235,24.2,2.7,4.0,13.0,2.5,859.23,1.8
1754434184,0.0,243,24.3,2.7,6.5,21.9,2.4,859.33,1.8
1754434483,0.0,264,24.1,2.8,10.2,21.9,2.7,859.23,1.8
1754434798,0.0,267,24.2,2.7,10.6,27.7,2.5,859.13,1.8
1754435093,0.0,264,24.1,2.8,13.9,29.5,2.6,859.13,1.8
1754435398,0.0,265,24.1,2.8,12.7,27.7,2.7,859.23,1.8
1754435689,0.0,259,24.0,2.8,8.4,20.1,2.6,859.33,1.8
1754435989,0.0,249,24.1,2.8,8.9,21.9,2.6,859.63,1.8
1754436278,0.0,250,24.0,2.8,7.2,18.3,2.6,859.63,1.8
1754436592,0.0,227,24.0,2.8,4.9,16.6,2.6,859.74,1.8
1754436884,0.0,243,24.0,2.8,3.2,13.0,2.6,859.74,1.8
1754437198,0.0,227,24.0,2.8,3.9,13.0,2.6,859.84,1.8
1754437496,0.0,229,24.0,2.7,5.4,16.6,2.5,859.74,1.8
1754437778,0.0,230,24.0,2.6,0.5,5.5,2.3,859.91,1.8
1754438089,0.0,220,24.0,2.5,5.2,14.8,2.3,859.84,1.8
1754438398,0.0,229,24.0,2.7,5.5,13.0,2.5,859.84,1.8
1754438695,0.0,217,24.0,2.6,4.3,20.1,2.4,859.91,1.8
1754438984,0.0,219,24.0,2.6,6.0,13.0,2.3,859.91,1.8
1754439279,0.0,183,24.0,2.4,10.9,16.6,2.2,859.84,1.8
1754439598,0.0,204,24.0,2.1,3.6,7.2,1.9,860.11,1.8
1754439896,0.0,223,24.0,1.9,0.8,7.2,1.7,860.01,1.8
1754440192,0.0,227,24.0,2.2,3.7,9.3,2.0,860.01,1.8
1754440484,0.0,230,24.0,2.2,1.2,9.3,2.0,860.01,1.8
1754440798,0.0,230,24.0,2.2,1.7,7.2,2.0,860.01,1.8
1754441078,0.0,208,24.0,2.2,6.4,13.0,2.0,860.01,1.8
1754441392,0.0,210,24.0,1.8,9.2,16.6,1.6,860.01,1.8
1754441684,0.0,205,23.9,1.8,8.1,16.6,1.6,859.91,1.8
1754441999,0.0,184,24.0,1.7,2.4,18.3,1.4,860.01,1.8
1754442280,0.0,263,24.0,1.9,2.3,11.1,1.6,860.11,1.8
1754442592,0.0,229,24.0,2.1,1.6,7.2,1.8,860.31,1.8
1754442878,0.0,232,24.0,2.1,0.8,7.2,1.9,860.21,1.8
1754443183,0.0,258,24.0,2.2,3.9,14.8,2.0,860.21,1.8
1754443495,0.0,257,23.8,2.2,2.3,16.6,1.9,860.31,1.8
1754443784,0.0,250,23.9,2.1,2.9,13.0,1.9,860.31,1.8
1754444084,0.0,233,23.9,2.1,2.1,13.0,1.8,860.31,1.8
1754444376,0.0,221,23.9,2.0,2.6,9.3,1.8,860.31,1.8
1754444696,0.0,247,23.9,1.9,0.9,9.3,1.7,860.62,1.8
1754444983,0.0,221,23.9,1.9,2.2,14.8,1.7,860.52,1.8
1754445278,0.0,213,23.8,1.8,7.9,21.9,1.7,860.62,1.8
1754445584,0.0,194,23.8,1.8,2.7,9.3,1.6,860.72,1.8
1754445894,0.0,201,23.8,1.6,5.3,14.8,1.4,860.72,1.8
1754446185,0.0,216,23.7,1.7,2.5,13.0,1.5,860.72,1.8
1754446477,0.0,210,23.7,1.7,4.3,14.8,1.5,860.72,1.8
1754446790,0.0,212,23.8,1.7,5.5,14.8,1.5,860.62,1.8
1754447079,0.0,211,23.5,1.8,1.2,5.5,1.6,860.82,1.8
1754447397,0.0,194,23.8,1.7,5.5,21.9,1.5,860.72,1.8
1754447689,0.0,199,23.5,1.7,8.0,23.8,1.4,860.72,1.8
1754447983,0.0,192,23.4,1.6,8.9,18.3,1.4,860.82,1.8
1754448282,0.0,195,23.3,1.6,15.4,31.4,1.4,860.72,1.8
1754448592,0.0,201,23.1,1.5,13.0,25.6,1.3,860.72,1.8
1754449496,0.0,100,23.1,1.5,0.0,0.0,1.3,861.12,1.8
1754449799,0.0,149,23.4,1.5,0.3,5.5,1.3,861.02,1.8
1754450089,0.0,206,23.2,1.5,3.0,14.8,1.3,861.02,1.8
1754450384,0.0,235,23.0,1.5,0.5,5.5,1.3,861.02,1.8
1754450679,0.0,247,23.0,1.6,0.5,5.5,1.4,861.02,1.8
1754450993,0.0,256,23.0,1.7,0.9,7.2,1.5,861.02,1.8
1754451278,0.0,228,23.1,1.6,1.7,9.3,1.4,861.23,1.8
1754451598,0.0,218,23.0,1.7,3.8,14.8,1.5,861.23,1.8
1754451895,0.0,220,23.0,1.8,4.1,13.0,1.6,861.12,1.8
1754452187,0.0,222,23.0,2.0,3.1,14.8,1.8,861.33,1.8
1754452490,0.0,216,23.0,2.5,1.1,9.3,1.5,861.33,1.8
1754452790,0.0,242,23.0,2.6,4.2,18.3,1.3,861.33,1.8
1754453096,0.0,230,23.0,2.3,2.1,9.3,1.3,861.43,1.8
1754453398,0.0,264,23.0,2.1,5.1,20.1,1.5,861.33,1.8
1754453683,0.0,269,23.0,1.9,5.1,20.1,1.6,861.33,1.8
1754453998,0.0,220,23.0,1.7,0.4,5.5,1.5,861.63,1.8
1754454278,0.0,216,23.0,1.7,3.8,11.1,1.5,861.63,1.8
1754454598,0.0,205,23.0,1.7,1.7,7.2,1.5,861.53,1.8
1754454890,0.0,221,23.0,1.8,2.7,11.1,1.6,861.63,1.8
1754455183,0.0,226,23.0,1.7,2.3,9.3,1.5,861.63,1.8
1754455479,0.0,212,23.0,1.8,6.6,13.0,1.3,861.73,1.8
1754455792,0.0,167,23.0,2.2,0.6,5.5,1.0,861.63,1.8
1754456098,0.0,203,23.0,1.9,2.3,14.8,0.8,861.63,1.8
1754456383,0.0,206,23.0,2.3,5.1,18.3,1.0,861.53,1.8
1754456698,0.0,201,23.0,2.3,5.2,14.8,1.0,861.53,1.8
1754456998,0.0,194,23.0,2.4,11.6,18.3,0.9,861.53,1.8
1754457298,0.0,201,23.0,2.4,15.2,23.8,1.0,861.53,1.8
1754457583,0.0,200,23.0,2.3,13.4,25.6,0.9,861.53,1.8
1754457896,0.0,197,23.0,2.3,14.9,29.5,0.8,861.43,1.8
1754458199,0.0,198,23.0,2.3,17.0,29.5,0.8,861.33,1.8
1754458488,0.0,203,23.0,2.3,13.4,21.9,0.8,861.43,1.8
1754458789,0.0,202,22.9,2.3,12.5,21.9,0.7,861.43,1.8
1754459096,0.0,195,23.0,2.2,13.1,25.6,0.6,861.23,1.8
1754459385,0.0,205,23.0,2.5,13.1,23.8,0.5,861.33,1.8
1754459678,0.0,216,23.0,2.5,8.9,23.8,0.6,861.33,1.8
1754459968,0.0,206,23.0,2.1,5.6,13.0,0.7,861.33,1.8
1754460280,0.0,221,22.9,1.4,4.2,13.0,0.9,861.33,1.8
1754460587,0.0,209,22.9,1.1,7.1,14.8,0.8,861.33,1.8
1754460884,0.0,223,23.0,1.1,7.0,16.6,0.9,861.53,1.8
1754461198,0.0,224,22.9,1.1,6.7,18.3,0.9,861.53,1.8
1754461488,0.0,219,22.9,1.2,11.1,25.6,1.0,861.43,1.8
1754461793,0.0,228,23.0,1.2,10.8,23.8,1.0,861.53,1.8
1754462079,0.0,212,22.9,1.3,11.5,23.8,1.1,861.73,1.8
1754462388,0.0,218,22.9,1.3,9.2,20.1,1.1,861.73,1.8
1754462688,0.0,215,23.0,1.2,11.3,23.8,1.0,861.73,1.8
1754462988,0.0,212,22.9,1.3,8.6,16.6,1.0,861.73,1.8
1754463278,0.0,214,23.0,1.7,4.9,14.8,0.9,861.84,1.8
1754463584,0.0,220,23.0,1.6,2.6,9.3,1.1,861.94,1.8
1754463888,0.0,220,22.9,1.4,3.0,9.3,1.0,861.94,1.8
1754464198,0.0,221,23.0,1.5,5.8,13.0,0.8,861.84,1.8
1754464488,0.0,209,22.9,1.7,4.4,11.1,0.7,861.84,1.8
1754464797,0.0,209,23.0,1.8,4.5,11.1,0.6,861.94,1.8
1754465088,0.0,234,22.7,1.5,2.0,11.1,0.9,861.84,1.8
1754465399,0.0,217,22.9,1.1,2.0,7.2,0.9,861.84,1.8
1754465689,0.0,213,22.7,1.1,5.2,9.3,0.9,861.84,1.8
1754465989,0.0,204,22.8,1.5,6.9,14.8,0.4,861.84,1.8
1754466280,0.0,202,22.8,2.1,5.3,14.8,0.3,861.73,1.8
1754466599,0.0,203,22.8,2.1,10.8,23.8,0.4,861.63,1.8
1754466889,0.0,207,22.8,1.9,9.3,21.9,0.3,861.63,1.8
1754467198,0.0,200,22.8,2.1,9.6,25.6,0.2,861.53,1.8
1754467489,0.0,207,22.6,2.0,0.5,9.3,0.4,861.73,1.8
1754467797,0.0,228,22.7,1.8,0.4,3.5,0.4,861.63,1.8
1754468078,0.0,232,22.7,1.7,0.8,14.8,0.4,861.63,1.8
1754468389,0.0,234,22.2,1.7,2.5,11.1,0.5,861.73,1.8
1754468680,0.0,233,22.3,1.5,1.4,7.2,0.7,861.73,1.8
1754468992,0.0,222,22.3,1.3,0.5,5.5,0.8,861.63,1.8
1754469284,0.0,239,22.3,1.3,2.0,7.2,0.8,861.63,1.8
1754469583,0.0,222,22.5,1.4,0.6,5.5,0.5,861.63,1.8
1754469879,0.0,210,22.3,1.3,0.0,0.0,0.8,861.73,1.8
1754470173,0.0,257,22.2,1.3,0.4,7.2,0.7,861.73,1.8
1754470477,0.0,206,22.1,1.5,2.4,9.3,0.4,861.63,1.8
1754470783,0.0,221,22.2,1.9,0.7,7.2,0.6,861.84,1.8
1754471088,0.0,231,22.2,1.7,0.1,1.8,0.5,861.73,1.8
1754471398,0.0,214,22.0,1.5,0.6,5.5,0.7,861.94,1.8
1754471689,0.0,211,22.1,1.6,3.1,9.3,0.5,861.94,1.8
1754471983,0.0,216,22.1,1.5,0.1,3.5,0.6,861.94,1.8
1754472289,0.0,250,22.0,1.3,0.0,0.0,0.6,861.84,1.8
1754472598,0.0,207,22.0,1.3,1.0,5.5,0.4,861.84,1.8
1754472878,0.0,208,22.1,1.8,4.8,13.0,0.3,861.94,1.8
1754473182,0.0,189,21.9,1.9,3.5,9.3,0.1,861.84,1.8
1754473489,0.0,203,22.0,1.8,6.9,18.3,0.1,861.73,1.8
1754473773,0.0,195,22.1,1.9,5.1,11.1,0.2,861.73,1.8
1754474078,0.0,193,22.0,1.9,4.8,11.1,0.2,861.73,1.8
1754474383,0.0,197,22.0,1.8,6.8,14.8,0.2,861.94,1.8
1754474679,0.0,201,22.0,1.9,5.8,14.8,0.2,861.94,1.8
1754474998,0.0,204,22.0,1.8,4.4,18.3,0.1,861.94,1.8
1754475283,0.0,200,22.0,1.9,10.0,16.6,0.0,861.94,1.8
1754475598,0.0,195,22.0,1.9,11.1,21.9,0.1,861.84,1.8
1754475888,0.0,201,22.0,1.9,14.7,23.8,0.2,861.84,1.8
1754476193,0.0,205,22.0,1.8,14.2,21.9,0.1,861.94,1.8
1754476479,0.0,210,22.0,1.7,11.6,18.3,0.2,861.84,1.8
1754476784,0.0,213,22.0,1.5,11.4,21.9,0.2,861.84,1.8
1754477088,0.0,215,22.0,1.5,6.6,16.6,0.2,861.94,1.8
1754477393,0.0,224,22.0,1.4,6.5,16.6,0.3,862.11,1.8
1754477689,0.0,223,21.9,1.3,6.0,16.6,0.3,862.04,1.8
1754477983,0.0,227,22.0,1.2,3.5,13.0,0.5,862.04,1.8
1754478288,0.0,212,22.0,1.1,9.5,23.8,0.3,862.04,1.8
1754478594,0.0,206,22.0,1.7,13.8,23.8,-0.1,861.94,1.8
1754478878,0.0,215,22.0,1.8,12.3,23.8,0.1,861.94,1.8
1754479182,0.0,216,21.9,1.8,9.6,21.9,0.0,862.04,1.8
1754479480,0.0,219,21.9,1.6,5.7,21.9,0.3,862.11,1.8
1754479773,0.1,209,21.9,1.5,10.2,21.9,0.0,862.11,1.8
1754480084,0.5,214,21.9,1.5,5.4,11.1,0.2,861.94,1.8
1754480383,1.1,242,21.8,1.1,2.3,14.8,0.5,862.11,1.8
1754480678,2.3,229,21.8,0.7,1.8,11.1,0.3,862.21,1.8
1754480999,4.2,229,22.2,1.0,1.5,9.3,0.2,862.21,1.8
1754481284,6.2,237,24.2,1.2,2.4,11.1,0.3,862.21,1.8
1754481584,9.2,216,26.4,1.3,3.7,11.1,0.5,862.21,1.8
1754481880,14.3,196,28.7,1.5,9.2,23.8,0.1,862.31,1.8
1754482173,19.7,200,30.5,1.8,9.3,20.1,0.2,862.51,1.8
1754482485,28.7,210,32.3,2.0,12.8,21.9,0.0,862.51,1.8
1754482798,28.9,195,35.0,2.1,9.5,21.9,0.1,862.61,1.8
1754483096,30.9,208,36.9,2.0,10.8,23.8,0.2,862.61,1.8
1754483393,31.7,212,38.6,2.0,8.2,20.1,0.3,862.82,1.8
1754483678,30.2,216,29.6,1.9,3.7,14.8,0.3,862.82,1.8
1754483998,39.5,219,29.7,1.8,1.4,7.2,0.3,862.92,1.8
1754484288,53.9,211,29.2,1.8,1.4,9.3,0.4,863.12,1.8
1754484599,63.6,203,41.7,1.8,8.9,20.1,0.3,862.92,1.8
1754484878,93.0,216,47.2,2.1,4.3,11.1,0.3,862.92,1.8
1754485198,89.5,214,47.1,2.0,3.8,9.3,0.5,863.22,1.8
1754485489,108.4,219,47.6,2.0,2.0,5.5,0.7,863.22,1.8
1754485797,92.0,214,45.6,2.3,0.5,3.5,0.4,863.22,1.8
1754486084,55.9,180,32.3,2.5,0.0,0.0,0.5,863.22,1.8
1754486383,57.8,327,30.6,2.5,0.2,3.5,1.6,863.33,1.8
1754486692,181.8,286,38.7,2.0,1.0,7.2,1.8,863.33,1.8
1754486998,205.6,262,47.5,1.8,0.7,5.5,1.5,863.33,1.8
1754487284,200.5,225,47.3,1.7,0.8,5.5,1.4,863.33,1.8
1754487589,236.6,225,47.5,2.0,1.6,7.2,1.0,863.33,1.8
1754487896,235.9,217,47.0,2.3,0.3,3.5,1.3,863.53,1.8
1754488179,252.9,226,46.9,2.3,0.1,3.5,0.9,863.53,1.8
1754488485,209.7,182,43.0,2.7,1.0,5.5,1.0,863.63,1.8
1754488788,128.2,196,42.1,2.6,1.8,9.3,0.8,863.63,1.8
1754489097,226.5,196,46.8,2.2,1.6,7.2,0.8,863.53,1.8
1754489387,247.5,210,43.7,2.2,4.9,13.0,0.7,863.53,1.8
1754489684,241.9,211,47.3,2.4,0.7,5.5,1.1,863.43,1.8
1754489989,276.6,191,47.3,3.0,0.0,1.8,1.8,863.53,1.8
1754490280,293.0,255,37.5,2.6,0.8,5.5,1.8,863.53,1.8
1754490598,366.3,261,37.5,2.4,0.9,7.2,1.6,863.53,1.8
1754490879,242.1,220,37.8,2.2,1.6,9.3,1.3,863.73,0.0
1754491173,369.2,273,37.6,2.3,1.4,9.3,1.7,863.73,0.0
1754491481,179.2,273,37.1,2.6,2.6,11.1,1.8,863.83,0.0
1754491799,136.2,268,37.7,2.8,2.3,11.1,1.8,863.94,0.0
1754492085,136.0,270,31.8,2.6,1.3,9.3,1.3,864.04,0.0
1754492373,136.1,109,30.5,2.5,0.6,5.5,1.2,864.04,0.0
1754492697,140.3,212,34.1,2.9,1.0,7.2,1.6,864.04,0.0
1754492999,148.9,318,30.5,2.7,0.6,3.5,1.7,864.04,0.0
1754493284,165.0,251,34.4,2.9,0.6,5.5,1.7,864.04,0.0
1754493588,145.8,265,36.5,2.9,1.0,9.3,1.9,864.04,0.0
1754493880,194.8,230,36.4,2.8,0.6,9.3,1.6,864.04,0.0
1754494198,210.1,234,37.6,2.6,0.4,3.5,1.4,864.14,0.0
1754494484,538.3,228,37.8,2.8,0.3,5.5,1.8,864.21,0.0
1754494783,458.2,219,35.8,3.0,0.9,9.3,1.7,864.04,0.0
1754495096,262.3,210,37.5,3.1,0.1,3.5,1.6,864.21,0.0
1754495398,209.7,274,37.1,3.2,1.2,11.1,1.7,864.04,0.0
1754495684,171.3,272,37.3,2.9,2.0,11.1,1.7,864.14,0.0
1754495989,169.8,273,36.2,2.8,1.4,9.3,1.6,864.21,0.0
1754496292,180.4,180,35.8,3.2,0.0,1.8,2.0,864.21,0.0
